,zpid,id,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,area,isZillowOwned,badgeInfo,isSaved,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,zestimate,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,info3String,brokerName,hasAdditionalAttributions,isFeaturedListing,availabilityDate,list,relaxed,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange,hdpData.homeInfo.videoCount,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hasOpenHouse,openHouseStartDate,openHouseEndDate,openHouseDescription,hdpData.homeInfo.listing_sub_type.is_openHouse,hdpData.homeInfo.openHouse,hdpData.homeInfo.open_house_info.open_house_showing,hdpData.homeInfo.listing_sub_type.is_newHome,hdpData.homeInfo.newConstructionType,variableData.data.isFresh,info2String,info1String,hdpData.homeInfo.unit,builderName,hdpData.homeInfo.providerListingID,lotAreaString,hdpData.homeInfo.listing_sub_type.is_bankOwned,hdpData.homeInfo.listing_sub_type.is_foreclosure,hdpData.homeInfo.isRentalWithBasePrice,hdpData.homeInfo.listing_sub_type.is_forAuction,streetViewMetadataURL,streetViewURL
10,54555884,54555884,,https://photos.zillowstatic.com/fp/fd40e8808c62159c6e987a493e38f0a9-p_e.jpg,True,https://www.zillow.com/homedetails/1414-Red-Oak-Way-Winder-GA-30680/54555884_zpid/,FOR_SALE,House for sale,$,"$315,000",315000,"1414 Red Oak Way, Winder, GA 30680",1414 Red Oak Way,Winder,GA,30680,False,4.0,3.0,2080.0,False,,False,False,False,ForSale,For Sale (Broker),276000.0,False,True,False,False,https://photos.zillowstatic.com/fp/0cb94cd8ded4a691f746b2119208ab23-zillow_web_48_23.jpg,,False,False,,True,False,34.011917,-83.598755,3D_HOME,3D Tour,54555884,1414 Red Oak Way,30680,Winder,GA,34.011917,-83.598755,315000.0,3.0,4.0,2080.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,315000.0,True,False,False,USD,USA,166787.0,1665471600000.0,276000.0,2135.0,"$10,000 (Oct 11)",-10000.0,,0.55,acres,,,,,,,,,,,,,,,,,,,,,,
11,54549039,54549039,,https://photos.zillowstatic.com/fp/4d060070be4c0f2c846f21ec12ce615d-p_e.jpg,True,https://www.zillow.com/homedetails/128-W-Candler-St-Winder-GA-30680/54549039_zpid/,FOR_SALE,House for sale,$,"$323,500",323500,"128 W Candler St, Winder, GA 30680",128 W Candler St,Winder,GA,30680,False,3.0,2.0,2247.0,False,,False,False,False,ForSale,For Sale (Broker),322700.0,False,True,False,False,https://photos.zillowstatic.com/fp/0cb94cd8ded4a691f746b2119208ab23-zillow_web_48_23.jpg,,False,False,,True,False,33.99664,-83.725296,3D_HOME,3D Tour,54549039,128 W Candler St,30680,Winder,GA,33.99664,-83.725296,323500.0,2.0,3.0,2247.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,323500.0,True,False,False,USD,USA,131096.0,,322700.0,2199.0,,,,0.33999999999999997,acres,,,,,,,,,,,,,,,,,,,,,,
12,2061183868,2061183868,,https://photos.zillowstatic.com/fp/c25c58ae72f02b164841907794c7cea4-p_e.jpg,True,https://www.zillow.com/homedetails/708-Tommy-Purvis-Jr-Rd-Reynolds-GA-31076/2061183868_zpid/,FOR_SALE,House for sale,$,"$240,000",240000,"708 Tommy Purvis Jr Rd, Reynolds, GA 31076",708 Tommy Purvis Jr Rd,Reynolds,GA,31076,False,3.0,2.0,1755.0,False,,False,False,False,ForSale,For Sale (Broker),,False,False,False,False,https://photos.zillowstatic.com/fp/0cb94cd8ded4a691f746b2119208ab23-zillow_web_48_23.jpg,,False,False,,True,False,32.491642,-84.14832,DAYS_ON,2 days on Zillow,2061183868,708 Tommy Purvis Jr Rd,31076,Reynolds,GA,32.491642,-84.14832,240000.0,2.0,3.0,1755.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,240000.0,True,False,False,USD,USA,,,,,,,,13.56,acres,,,,,,,,,,,,,,,,,,,,,,
13,14286635,14286635,,https://photos.zillowstatic.com/fp/f1e5fcfc062c84e4a270f2777fa6622d-p_e.jpg,True,https://www.zillow.com/homedetails/1382-Old-Coach-Rd-SW-Marietta-GA-30008/14286635_zpid/,FOR_SALE,Condo for sale,$,"$185,000",185000,"1382 Old Coach Rd SW, Marietta, GA 30008",1382 Old Coach Rd SW,Marietta,GA,30008,False,2.0,1.0,810.0,False,,False,False,False,ForSale,For Sale (Broker),182885.0,False,True,True,False,https://photos.zillowstatic.com/fp/0cb94cd8ded4a691f746b2119208ab23-zillow_web_48_23.jpg,,False,False,,True,False,33.91839,-84.57318,3D_HOME,3D Tour,14286635,1382 Old Coach Rd SW,30008,Marietta,GA,33.91839,-84.57318,185000.0,1.0,2.0,810.0,CONDO,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,185000.0,True,False,False,USD,USA,103210.0,,182885.0,1514.0,,,1.0,2700.72,sqft,,,,,,,,,,,,,,,,,,,,,,
14,60839745,60839745,,https://photos.zillowstatic.com/fp/bac343f225bc48a785d86addea3e9ee3-p_e.jpg,True,https://www.zillow.com/homedetails/3950-McGuire-Way-NW-Kennesaw-GA-30144/60839745_zpid/,FOR_SALE,House for sale,$,"$405,000",405000,"3950 McGuire Way NW, Kennesaw, GA 30144",3950 McGuire Way NW,Kennesaw,GA,30144,False,5.0,3.0,0.0,False,,False,False,False,ForSale,For Sale (Broker),403988.0,False,True,False,False,https://photos.zillowstatic.com/fp/0cb94cd8ded4a691f746b2119208ab23-zillow_web_48_23.jpg,,False,False,,True,False,34.042297,-84.625145,3D_HOME,3D Tour,60839745,3950 McGuire Way NW,30144,Kennesaw,GA,34.042297,-84.625145,405000.0,3.0,5.0,0.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,405000.0,True,False,False,USD,USA,238150.0,,403988.0,2594.0,,,,10628.64,sqft,,,,,,,,,,,,,,,,,,,,,,
15,14753099,14753099,,https://photos.zillowstatic.com/fp/65aa780d855497143537ec2a9208f1b3-p_e.jpg,True,https://www.zillow.com/homedetails/955-Foxfire-Dr-Lawrenceville-GA-30044/14753099_zpid/,FOR_SALE,House for sale,$,"$360,000",360000,"955 Foxfire Dr, Lawrenceville, GA 30044",955 Foxfire Dr,Lawrenceville,GA,30044,False,4.0,3.0,3474.0,False,,False,False,False,ForSale,For Sale (Broker),395400.0,False,True,False,False,https://photos.zillowstatic.com/fp/0cb94cd8ded4a691f746b2119208ab23-zillow_web_48_23.jpg,,False,False,,True,False,33.884575,-84.065056,3D_HOME,3D Tour,14753099,955 Foxfire Dr,30044,Lawrenceville,GA,33.884575,-84.065056,360000.0,3.0,4.0,3474.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,360000.0,True,False,False,USD,USA,293700.0,1665558000000.0,395400.0,2549.0,"$39,900 (Oct 12)",-39900.0,,0.41,acres,,,,,,,,,,,,,,,,,,,,,,
16,14679477,14679477,,https://photos.zillowstatic.com/fp/7141f2a6af84ed7300ea89a3d35c23bc-p_e.jpg,True,https://www.zillow.com/homedetails/3215-Kingshouse-Cmns-Johns-Creek-GA-30022/14679477_zpid/,FOR_SALE,House for sale,$,"$695,000",695000,"3215 Kingshouse Cmns, Johns Creek, GA 30022",3215 Kingshouse Cmns,Johns Creek,GA,30022,False,5.0,5.0,3428.0,False,,False,False,False,ForSale,For Sale (Broker),704455.0,False,True,False,False,https://photos.zillowstatic.com/fp/0cb94cd8ded4a691f746b2119208ab23-zillow_web_48_23.jpg,,False,False,,True,False,34.015186,-84.26657,3D_HOME,3D Tour,14679477,3215 Kingshouse Cmns,30022,Johns Creek,GA,34.015186,-84.26657,695000.0,5.0,5.0,3428.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,695000.0,True,False,False,USD,USA,467400.0,,704455.0,4411.0,,,,0.286,acres,,,,,,,,,,,,,,,,,,,,,,
17,105269117,105269117,,https://photos.zillowstatic.com/fp/80d0083ffedfbdad00f5a026ead592d5-p_e.jpg,True,https://www.zillow.com/homedetails/597-Goldmine-Dr-Ellijay-GA-30536/105269117_zpid/,FOR_SALE,House for sale,$,"$697,500",697500,"597 Goldmine Dr, Ellijay, GA 30536",597 Goldmine Dr,Ellijay,GA,30536,False,4.0,3.0,2440.0,False,,False,False,False,ForSale,For Sale (Broker),449200.0,False,True,False,False,https://photos.zillowstatic.com/fp/0cb94cd8ded4a691f746b2119208ab23-zillow_web_48_23.jpg,,False,False,,True,False,34.71452,-84.42277,3D_HOME,3D Tour,105269117,597 Goldmine Dr,30536,Ellijay,GA,34.71452,-84.42277,697500.0,3.0,4.0,2440.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,697500.0,True,False,False,USD,USA,258600.0,,449200.0,2389.0,,,,1.18,acres,,,,,,,,,,,,,,,,,,,,,,
18,68122441,68122441,,https://photos.zillowstatic.com/fp/173701f80f936ef93612c3826a0d6273-p_e.jpg,True,https://www.zillow.com/homedetails/124-Brendylynn-Trce-Woodstock-GA-30188/68122441_zpid/,FOR_SALE,House for sale,$,"$544,900",544900,"124 Brendylynn Trce, Woodstock, GA 30188",124 Brendylynn Trce,Woodstock,GA,30188,False,4.0,3.0,0.0,False,,False,False,False,ForSale,For Sale (Broker),539946.0,False,True,False,False,https://photos.zillowstatic.com/fp/0cb94cd8ded4a691f746b2119208ab23-zillow_web_48_23.jpg,,False,False,,True,False,34.09597,-84.450424,3D_HOME,3D Tour,68122441,124 Brendylynn Trce,30188,Woodstock,GA,34.09597,-84.450424,544900.0,3.0,4.0,0.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,544900.0,True,False,False,USD,USA,354100.0,,539946.0,2665.0,,,,0.27,acres,,,,,,,,,,,,,,,,,,,,,,
19,2064280215,2064280215,,https://photos.zillowstatic.com/fp/8e9433bf4a4aa19b890d4f27e014f689-p_e.jpg,True,https://www.zillow.com/homedetails/463-Gibson-Rd-Molena-GA-30258/2064280215_zpid/,FOR_SALE,New construction,$,"$384,900",384900,"463 Gibson Rd, Molena, GA 30258",463 Gibson Rd,Molena,GA,30258,False,5.0,3.0,2203.0,False,,False,False,False,ForSale,New Construction,361805.0,False,True,False,False,https://photos.zillowstatic.com/fp/0cb94cd8ded4a691f746b2119208ab23-zillow_web_48_23.jpg,,False,False,,True,False,,,3D_HOME,3D Tour,2064280215,463 Gibson Rd,30258,Molena,GA,,,384900.0,3.0,5.0,2203.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,False,False,FOR_SALE,384900.0,True,False,False,USD,USA,,1664953200000.0,361805.0,2195.0,"$10,000 (Oct 5)",-10000.0,,2.48,acres,,,,,,,,True,BUILDER_SPEC,,,,,,,,,,,,,
20,14644485,14644485,,https://photos.zillowstatic.com/fp/324af24e6e3f93e1bddf910c76fd68c9-p_e.jpg,True,https://www.zillow.com/homedetails/7370-Lanier-Cove-Ct-Cumming-GA-30041/14644485_zpid/,FOR_SALE,House for sale,$,"$500,000",500000,"7370 Lanier Cove Ct, Cumming, GA 30041",7370 Lanier Cove Ct,Cumming,GA,30041,False,6.0,4.0,3537.0,False,,False,False,False,ForSale,For Sale (Broker),495700.0,False,True,False,False,https://photos.zillowstatic.com/fp/0cb94cd8ded4a691f746b2119208ab23-zillow_web_48_23.jpg,,False,False,,True,False,34.253063,-84.02455,3D_HOME,3D Tour,14644485,7370 Lanier Cove Ct,30041,Cumming,GA,34.253063,-84.02455,500000.0,4.0,6.0,3537.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,500000.0,True,False,False,USD,USA,303800.0,,495700.0,3125.0,,,,0.5,acres,,,,,,,,,,,,,,,,,,,,,,
21,14607019,14607019,,https://photos.zillowstatic.com/fp/c53b809d5979d048e37675feb1169d6d-p_e.jpg,True,https://www.zillow.com/homedetails/145-Sandy-Ridge-Trl-Fayetteville-GA-30214/14607019_zpid/,FOR_SALE,House for sale,$,"$375,000",375000,"145 Sandy Ridge Trl, Fayetteville, GA 30214",145 Sandy Ridge Trl,Fayetteville,GA,30214,False,4.0,3.0,1940.0,False,,False,False,False,ForSale,For Sale (Broker),375000.0,False,True,False,False,https://photos.zillowstatic.com/fp/0cb94cd8ded4a691f746b2119208ab23-zillow_web_48_23.jpg,,False,False,,True,False,33.500854,-84.56655,3D_HOME,3D Tour,14607019,145 Sandy Ridge Trl,30214,Fayetteville,GA,33.500854,-84.56655,375000.0,3.0,4.0,1940.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,375000.0,True,False,False,USD,USA,263900.0,1664953200000.0,375000.0,2250.0,"$25,000 (Oct 5)",-25000.0,,0.0,sqft,,,,,,,,,,,,,,,,,,,,,,
22,35796062,35796062,,https://photos.zillowstatic.com/fp/4467d59e65277adb1def4eb1da650a0f-p_e.jpg,True,https://www.zillow.com/homedetails/5489-Reynolds-Rd-Morrow-GA-30260/35796062_zpid/,FOR_SALE,House for sale,$,"$269,500",269500,"5489 Reynolds Rd, Morrow, GA 30260",5489 Reynolds Rd,Morrow,GA,30260,False,4.0,2.0,0.0,False,,False,False,False,ForSale,For Sale (Broker),245300.0,False,True,False,False,https://photos.zillowstatic.com/fp/0cb94cd8ded4a691f746b2119208ab23-zillow_web_48_23.jpg,,False,False,,True,False,33.60295,-84.35364,3D_HOME,3D Tour,35796062,5489 Reynolds Rd,30260,Morrow,GA,33.60295,-84.35364,269500.0,2.0,4.0,0.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,True,False,False,FOR_SALE,269500.0,True,False,False,USD,USA,114763.0,,245300.0,1759.0,,,,0.258,acres,,,,,,,,,,,,,,,,,,,,,,
